starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 23 23:42:30 2023	1700779350	0	299	299	297
Thu Nov 23 23:43:21 2023	1700779401	0	6926	6926	6926
Thu Nov 23 23:43:21 2023	1700779401	0	6926	6926	6926
Thu Nov 23 23:43:21 2023	1700779401	0	6926	6926	6926
Thu Nov 23 23:43:21 2023	1700779401	0	6927	6927	6927
Thu Nov 23 23:43:21 2023	1700779401	0	6927	6927	6927
Thu Nov 23 23:43:21 2023	1700779401	0	6927	6927	6927
Thu Nov 23 23:43:21 2023	1700779401	0	6929	6929	6929
Thu Nov 23 23:43:21 2023	1700779401	0	6929	6930	6929
Thu Nov 23 23:43:21 2023	1700779401	0	6930	6930	6930
Thu Nov 23 23:43:21 2023	1700779401	0	6930	6930	6930
Thu Nov 23 23:43:21 2023	1700779401	0	6931	6931	6931
Thu Nov 23 23:43:21 2023	1700779401	0	6931	6931	6931
Thu Nov 23 23:43:21 2023	1700779401	0	6937	6937	6937
Thu Nov 23 23:43:21 2023	1700779401	0	6937	6937	6937
Thu Nov 23 23:43:21 2023	1700779401	0	6948	6948	6948
Thu Nov 23 23:43:21 2023	1700779401	0	6949	6949	6949
Thu Nov 23 23:43:21 2023	1700779401	0	6949	6950	6949
Thu Nov 23 23:43:21 2023	1700779401	0	6950	6950	6950
Thu Nov 23 23:43:21 2023	1700779401	0	6950	6950	6950
Thu Nov 23 23:43:21 2023	1700779401	0	6950	6950	6950
Thu Nov 23 23:43:21 2023	1700779401	0	6950	6950	6950
Thu Nov 23 23:43:21 2023	1700779401	0	6951	6951	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6951	6951	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6951	6951	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6951	6951	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6951	6951	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6951	6952	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6952	6952	6951
Thu Nov 23 23:43:21 2023	1700779401	0	6952	6952	6952
Thu Nov 23 23:43:21 2023	1700779401	0	6952	6952	6952
Thu Nov 23 23:43:21 2023	1700779401	0	6952	6952	6952
Thu Nov 23 23:42:38 2023	1700779358	0	7135	7135	7135
Thu Nov 23 23:42:38 2023	1700779358	0	7142	7142	7142
Thu Nov 23 23:42:52 2023	1700779372	0	7154	7154	7153
Thu Nov 23 23:42:38 2023	1700779358	0	7156	7156	7156
Thu Nov 23 23:42:52 2023	1700779372	0	7157	7157	7157
Thu Nov 23 23:42:38 2023	1700779358	0	7157	7157	7157
Thu Nov 23 23:42:38 2023	1700779358	0	7157	7157	7157
Thu Nov 23 23:42:38 2023	1700779358	0	7157	7157	7157
Thu Nov 23 23:42:38 2023	1700779358	0	7158	7158	7157
Thu Nov 23 23:42:38 2023	1700779358	0	7158	7158	7157
Thu Nov 23 23:42:38 2023	1700779358	0	7158	7158	7158
Thu Nov 23 23:42:38 2023	1700779358	0	7158	7158	7158
Thu Nov 23 23:42:38 2023	1700779358	0	7158	7158	7158
Thu Nov 23 23:42:38 2023	1700779358	0	7159	7159	7159
Thu Nov 23 23:42:38 2023	1700779358	0	7159	7159	7159
Thu Nov 23 23:42:52 2023	1700779372	0	7159	7159	7159
Thu Nov 23 23:42:38 2023	1700779358	0	7159	7159	7159
Thu Nov 23 23:42:38 2023	1700779358	0	7160	7160	7160
Thu Nov 23 23:42:38 2023	1700779358	0	7160	7160	7160
Thu Nov 23 23:42:38 2023	1700779358	0	7161	7161	7161
Thu Nov 23 23:42:38 2023	1700779358	0	7161	7161	7161
Thu Nov 23 23:42:38 2023	1700779358	0	7161	7161	7161
