starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 23 23:41:31 2023	1700779291	0	297	297	296
Thu Nov 23 23:42:27 2023	1700779347	0	3477	3477	3477
Thu Nov 23 23:42:27 2023	1700779347	0	3478	3478	3478
Thu Nov 23 23:42:27 2023	1700779347	0	3478	3478	3478
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3500	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3500	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3500	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3500	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3500	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3500	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3500	3501	3500
Thu Nov 23 23:42:27 2023	1700779347	0	3501	3501	3501
Thu Nov 23 23:42:27 2023	1700779347	0	3501	3501	3501
Thu Nov 23 23:42:27 2023	1700779347	0	3502	3502	3502
Thu Nov 23 23:42:27 2023	1700779347	0	3502	3503	3502
Thu Nov 23 23:42:27 2023	1700779347	0	3502	3503	3502
Thu Nov 23 23:42:12 2023	1700779332	0	3581	3581	3581
Thu Nov 23 23:41:43 2023	1700779303	0	3585	3585	3585
Thu Nov 23 23:41:43 2023	1700779303	0	3585	3585	3585
Thu Nov 23 23:41:43 2023	1700779303	0	3589	3589	3589
Thu Nov 23 23:41:43 2023	1700779303	0	3590	3590	3590
Thu Nov 23 23:42:19 2023	1700779339	0	3594	3594	3594
Thu Nov 23 23:42:12 2023	1700779332	0	3597	3597	3597
Thu Nov 23 23:41:43 2023	1700779303	0	3597	3597	3597
Thu Nov 23 23:41:43 2023	1700779303	0	3597	3597	3597
Thu Nov 23 23:41:43 2023	1700779303	0	3598	3598	3597
Thu Nov 23 23:41:43 2023	1700779303	0	3598	3598	3598
Thu Nov 23 23:41:35 2023	1700779295	0	3598	3598	3597
Thu Nov 23 23:41:43 2023	1700779303	0	3598	3598	3598
Thu Nov 23 23:41:43 2023	1700779303	0	3598	3598	3598
Thu Nov 23 23:41:43 2023	1700779303	0	3598	3598	3598
Thu Nov 23 23:42:12 2023	1700779332	0	3599	3599	3598
Thu Nov 23 23:41:43 2023	1700779303	0	3599	3599	3599
Thu Nov 23 23:41:43 2023	1700779303	0	3599	3599	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3599	3599	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3599	3599	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3599	3599	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3599	3599	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3599	3600	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3599
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3600
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3600
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3600
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3600
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3600
Thu Nov 23 23:41:35 2023	1700779295	0	3600	3600	3600
Thu Nov 23 23:42:12 2023	1700779332	0	3601	3601	3601
Thu Nov 23 23:41:35 2023	1700779295	0	3602	3602	3602
Thu Nov 23 23:41:35 2023	1700779295	0	3602	3602	3602
Thu Nov 23 23:42:12 2023	1700779332	0	3611	3611	3611
Thu Nov 23 23:42:12 2023	1700779332	0	3611	3611	3611
Thu Nov 23 23:42:12 2023	1700779332	0	3611	3611	3611
Thu Nov 23 23:42:12 2023	1700779332	0	3611	3611	3611
Thu Nov 23 23:42:12 2023	1700779332	0	3611	3612	3611
Thu Nov 23 23:42:12 2023	1700779332	0	3612	3612	3612
Thu Nov 23 23:42:12 2023	1700779332	0	3612	3612	3612
Thu Nov 23 23:42:12 2023	1700779332	0	3612	3612	3612
Thu Nov 23 23:42:12 2023	1700779332	0	3613	3613	3613
Thu Nov 23 23:42:12 2023	1700779332	0	3613	3613	3613
Thu Nov 23 23:41:43 2023	1700779303	0	3613	3613	3613
Thu Nov 23 23:41:43 2023	1700779303	0	3614	3614	3613
Thu Nov 23 23:42:12 2023	1700779332	0	3615	3615	3615
Thu Nov 23 23:41:43 2023	1700779303	0	3616	3616	3616
