starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 23 12:16:47 2023	1700738207	0	230	230	230
Thu Nov 23 12:16:47 2023	1700738207	0	512	512	512
Thu Nov 23 12:16:47 2023	1700738207	0	512	513	512
Thu Nov 23 12:16:47 2023	1700738207	0	512	513	512
Thu Nov 23 12:17:30 2023	1700738250	0	1245	1245	1245
Thu Nov 23 12:17:30 2023	1700738250	0	1245	1245	1245
Thu Nov 23 12:17:30 2023	1700738250	0	1245	1245	1245
Thu Nov 23 12:17:30 2023	1700738250	0	1245	1245	1245
Thu Nov 23 12:16:48 2023	1700738208	0	1355	1355	1355
Thu Nov 23 12:16:48 2023	1700738208	0	1355	1355	1355
Thu Nov 23 12:16:48 2023	1700738208	0	1355	1355	1355
Thu Nov 23 12:16:48 2023	1700738208	0	1355	1355	1355
Thu Nov 23 12:16:48 2023	1700738208	0	1356	1356	1356
Thu Nov 23 12:16:52 2023	1700738212	0	1359	1359	1359
Thu Nov 23 12:16:52 2023	1700738212	0	1359	1359	1359
Thu Nov 23 12:16:52 2023	1700738212	0	1359	1360	1359
Thu Nov 23 12:16:52 2023	1700738212	0	1360	1360	1360
Thu Nov 23 12:16:52 2023	1700738212	0	1360	1360	1360
Thu Nov 23 12:16:47 2023	1700738207	0	1360	1360	1360
Thu Nov 23 12:16:54 2023	1700738214	0	1360	1360	1360
Thu Nov 23 12:16:47 2023	1700738207	0	1360	1360	1360
Thu Nov 23 12:16:54 2023	1700738214	0	1360	1360	1360
Thu Nov 23 12:16:47 2023	1700738207	0	1360	1360	1360
Thu Nov 23 12:16:47 2023	1700738207	0	1360	1360	1360
Thu Nov 23 12:16:54 2023	1700738214	0	1360	1360	1360
Thu Nov 23 12:16:47 2023	1700738207	0	1360	1360	1360
Thu Nov 23 12:16:54 2023	1700738214	0	1361	1361	1360
Thu Nov 23 12:16:54 2023	1700738214	0	1361	1361	1361
Thu Nov 23 12:16:58 2023	1700738218	0	1361	1361	1361
Thu Nov 23 12:16:58 2023	1700738218	0	1362	1362	1362
Thu Nov 23 12:16:58 2023	1700738218	0	1362	1362	1362
Thu Nov 23 12:16:47 2023	1700738207	0	1364	1364	1364
Thu Nov 23 12:16:47 2023	1700738207	0	1364	1364	1364
Thu Nov 23 12:16:47 2023	1700738207	0	1364	1364	1364
Thu Nov 23 12:16:49 2023	1700738209	0	1364	1364	1364
Thu Nov 23 12:16:49 2023	1700738209	0	1365	1365	1365
Thu Nov 23 12:16:49 2023	1700738209	0	1365	1365	1365
Thu Nov 23 12:16:56 2023	1700738216	0	1365	1365	1365
Thu Nov 23 12:16:56 2023	1700738216	0	1365	1365	1365
Thu Nov 23 12:16:54 2023	1700738214	0	1365	1365	1365
Thu Nov 23 12:16:54 2023	1700738214	0	1365	1365	1365
Thu Nov 23 12:16:54 2023	1700738214	0	1365	1365	1365
Thu Nov 23 12:16:56 2023	1700738216	0	1365	1365	1365
Thu Nov 23 12:16:56 2023	1700738216	0	1366	1366	1365
Thu Nov 23 12:16:56 2023	1700738216	0	1366	1366	1366
Thu Nov 23 12:17:08 2023	1700738228	0	1366	1366	1366
Thu Nov 23 12:17:08 2023	1700738228	0	1367	1367	1367
Thu Nov 23 12:17:08 2023	1700738228	0	1367	1367	1367
Thu Nov 23 12:16:53 2023	1700738213	0	1367	1367	1367
Thu Nov 23 12:16:53 2023	1700738213	0	1367	1367	1367
Thu Nov 23 12:16:53 2023	1700738213	0	1367	1367	1367
Thu Nov 23 12:16:51 2023	1700738211	0	1370	1370	1369
Thu Nov 23 12:17:11 2023	1700738231	0	1370	1370	1369
Thu Nov 23 12:16:51 2023	1700738211	0	1370	1370	1370
Thu Nov 23 12:17:11 2023	1700738231	0	1370	1370	1370
Thu Nov 23 12:16:51 2023	1700738211	0	1370	1370	1370
Thu Nov 23 12:17:11 2023	1700738231	0	1370	1370	1370
Thu Nov 23 12:16:56 2023	1700738216	0	1370	1370	1370
Thu Nov 23 12:16:56 2023	1700738216	0	1370	1370	1370
Thu Nov 23 12:16:56 2023	1700738216	0	1370	1370	1370
Thu Nov 23 12:17:03 2023	1700738223	0	1371	1371	1371
Thu Nov 23 12:17:03 2023	1700738223	0	1371	1371	1371
Thu Nov 23 12:17:07 2023	1700738227	0	1371	1371	1371
Thu Nov 23 12:17:06 2023	1700738226	0	1371	1371	1371
Thu Nov 23 12:17:03 2023	1700738223	0	1371	1371	1371
Thu Nov 23 12:17:07 2023	1700738227	0	1371	1371	1371
Thu Nov 23 12:17:06 2023	1700738226	0	1371	1371	1371
Thu Nov 23 12:17:03 2023	1700738223	0	1371	1371	1371
Thu Nov 23 12:17:07 2023	1700738227	0	1371	1371	1371
