starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 23 12:04:53 2023	1700737493	0	1914	1914	1914
Thu Nov 23 12:04:32 2023	1700737472	0	1915	1915	1915
Thu Nov 23 12:04:33 2023	1700737473	0	1915	1915	1915
Thu Nov 23 12:05:20 2023	1700737520	0	1915	1915	1915
Thu Nov 23 12:04:33 2023	1700737473	0	1915	1915	1915
Thu Nov 23 12:04:32 2023	1700737472	0	1916	1916	1916
Thu Nov 23 12:04:32 2023	1700737472	0	1917	1917	1917
Thu Nov 23 12:04:31 2023	1700737471	0	1918	1918	1918
Thu Nov 23 12:04:23 2023	1700737463	0	1918	1918	1918
Thu Nov 23 12:04:52 2023	1700737492	0	1918	1919	1918
Thu Nov 23 12:04:31 2023	1700737471	0	1919	1919	1919
Thu Nov 23 12:04:28 2023	1700737468	0	1919	1919	1919
Thu Nov 23 12:04:53 2023	1700737493	0	1919	1919	1919
Thu Nov 23 12:04:45 2023	1700737485	0	1920	1920	1920
Thu Nov 23 12:04:31 2023	1700737471	0	1920	1920	1920
Thu Nov 23 12:04:54 2023	1700737494	0	1920	1920	1920
Thu Nov 23 12:05:19 2023	1700737519	0	1920	1920	1920
Thu Nov 23 12:04:31 2023	1700737471	0	1920	1920	1920
Thu Nov 23 12:04:30 2023	1700737470	0	1921	1921	1921
Thu Nov 23 12:04:49 2023	1700737489	0	1921	1921	1921
Thu Nov 23 12:04:40 2023	1700737480	0	1921	1921	1921
Thu Nov 23 12:05:06 2023	1700737506	0	1921	1921	1921
Thu Nov 23 12:04:52 2023	1700737492	0	1922	1922	1922
Thu Nov 23 12:04:55 2023	1700737495	0	1922	1922	1922
Thu Nov 23 12:04:30 2023	1700737470	0	1922	1922	1922
Thu Nov 23 12:04:55 2023	1700737495	0	1922	1922	1922
Thu Nov 23 12:04:54 2023	1700737494	0	1922	1923	1922
Thu Nov 23 12:04:46 2023	1700737486	0	1923	1923	1923
Thu Nov 23 12:04:45 2023	1700737485	0	1923	1923	1923
Thu Nov 23 12:04:52 2023	1700737492	0	1923	1923	1923
Thu Nov 23 12:04:55 2023	1700737495	0	1923	1923	1923
Thu Nov 23 12:04:52 2023	1700737492	0	1924	1924	1924
Thu Nov 23 12:04:46 2023	1700737486	0	1924	1924	1924
Thu Nov 23 12:04:49 2023	1700737489	0	1924	1924	1924
Thu Nov 23 12:05:18 2023	1700737518	0	1925	1925	1924
Thu Nov 23 12:04:27 2023	1700737467	0	1925	1925	1924
Thu Nov 23 12:04:55 2023	1700737495	0	1925	1925	1925
Thu Nov 23 12:04:34 2023	1700737474	0	1925	1925	1925
Thu Nov 23 12:04:57 2023	1700737497	0	1926	1926	1926
Thu Nov 23 12:04:23 2023	1700737463	0	1926	1926	1926
Thu Nov 23 12:04:39 2023	1700737479	0	1926	1926	1926
Thu Nov 23 12:04:56 2023	1700737496	0	1927	1927	1927
Thu Nov 23 12:04:23 2023	1700737463	0	1928	1928	1927
Thu Nov 23 12:04:28 2023	1700737468	0	1928	1928	1927
Thu Nov 23 12:05:08 2023	1700737508	0	1928	1928	1928
Thu Nov 23 12:04:22 2023	1700737462	0	1928	1928	1928
Thu Nov 23 12:04:56 2023	1700737496	0	1928	1928	1928
Thu Nov 23 12:04:56 2023	1700737496	0	1928	1928	1928
Thu Nov 23 12:04:22 2023	1700737462	0	1928	1928	1928
Thu Nov 23 12:05:06 2023	1700737506	0	1929	1929	1928
Thu Nov 23 12:04:56 2023	1700737496	0	1929	1929	1929
Thu Nov 23 12:04:35 2023	1700737475	0	1929	1929	1929
Thu Nov 23 12:04:57 2023	1700737497	0	1929	1929	1929
Thu Nov 23 12:05:09 2023	1700737509	0	1929	1929	1929
Thu Nov 23 12:04:45 2023	1700737485	0	1929	1929	1929
Thu Nov 23 12:05:02 2023	1700737502	0	1929	1929	1929
Thu Nov 23 12:05:01 2023	1700737501	0	1930	1930	1930
Thu Nov 23 12:04:22 2023	1700737462	0	1930	1930	1930
Thu Nov 23 12:05:07 2023	1700737507	0	1930	1930	1930
Thu Nov 23 12:04:27 2023	1700737467	0	1930	1930	1930
Thu Nov 23 12:05:06 2023	1700737506	0	1930	1930	1930
Thu Nov 23 12:04:38 2023	1700737478	0	1931	1931	1931
Thu Nov 23 12:04:38 2023	1700737478	0	1931	1931	1931
Thu Nov 23 12:05:02 2023	1700737502	0	1931	1931	1931
Thu Nov 23 12:04:40 2023	1700737480	0	1931	1931	1931
Thu Nov 23 12:04:22 2023	1700737462	0	1931	1931	1931
Thu Nov 23 12:05:20 2023	1700737520	0	1931	1931	1931
Thu Nov 23 12:04:40 2023	1700737480	0	1931	1931	1931
Thu Nov 23 12:04:47 2023	1700737487	0	1931	1931	1931
Thu Nov 23 12:04:30 2023	1700737470	0	1932	1932	1932
Thu Nov 23 12:05:01 2023	1700737501	0	1932	1932	1932
Thu Nov 23 12:05:18 2023	1700737518	0	1932	1932	1932
Thu Nov 23 12:04:24 2023	1700737464	0	1932	1932	1932
Thu Nov 23 12:04:57 2023	1700737497	0	1932	1932	1932
Thu Nov 23 12:04:40 2023	1700737480	0	1932	1932	1932
Thu Nov 23 12:05:06 2023	1700737506	0	1932	1932	1932
Thu Nov 23 12:05:08 2023	1700737508	0	1932	1932	1932
Thu Nov 23 12:04:39 2023	1700737479	0	1932	1932	1932
Thu Nov 23 12:04:38 2023	1700737478	0	1932	1932	1932
Thu Nov 23 12:04:41 2023	1700737481	0	1933	1933	1932
Thu Nov 23 12:05:02 2023	1700737502	0	1933	1933	1933
Thu Nov 23 12:04:46 2023	1700737486	0	1933	1933	1933
Thu Nov 23 12:04:49 2023	1700737489	0	1934	1934	1934
Thu Nov 23 12:04:39 2023	1700737479	0	1934	1934	1934
Thu Nov 23 12:05:05 2023	1700737505	0	1934	1934	1934
Thu Nov 23 12:05:04 2023	1700737504	0	1934	1935	1934
Thu Nov 23 12:05:09 2023	1700737509	0	1935	1935	1934
Thu Nov 23 12:05:20 2023	1700737520	0	1935	1935	1935
Thu Nov 23 12:04:57 2023	1700737497	0	1935	1935	1935
Thu Nov 23 12:05:05 2023	1700737505	0	1935	1935	1935
Thu Nov 23 12:04:41 2023	1700737481	0	1935	1935	1935
Thu Nov 23 12:04:41 2023	1700737481	0	1935	1935	1935
Thu Nov 23 12:04:37 2023	1700737477	0	1935	1935	1935
Thu Nov 23 12:04:49 2023	1700737489	0	1936	1936	1935
Thu Nov 23 12:05:04 2023	1700737504	0	1936	1936	1936
Thu Nov 23 12:04:30 2023	1700737470	0	1936	1936	1936
Thu Nov 23 12:04:48 2023	1700737488	0	1936	1936	1936
Thu Nov 23 12:04:24 2023	1700737464	0	1936	1936	1936
Thu Nov 23 12:04:37 2023	1700737477	0	1936	1936	1936
Thu Nov 23 12:04:37 2023	1700737477	0	1937	1937	1936
Thu Nov 23 12:04:44 2023	1700737484	0	1937	1937	1937
Thu Nov 23 12:04:58 2023	1700737498	0	1937	1937	1937
Thu Nov 23 12:04:35 2023	1700737475	0	1937	1937	1937
Thu Nov 23 12:05:03 2023	1700737503	0	1938	1938	1937
Thu Nov 23 12:04:42 2023	1700737482	0	1938	1938	1938
Thu Nov 23 12:05:18 2023	1700737518	0	1938	1938	1938
Thu Nov 23 12:04:50 2023	1700737490	0	1938	1938	1938
Thu Nov 23 12:05:08 2023	1700737508	0	1939	1939	1938
Thu Nov 23 12:04:38 2023	1700737478	0	1939	1939	1939
Thu Nov 23 12:05:14 2023	1700737514	0	1939	1939	1939
Thu Nov 23 12:05:13 2023	1700737513	0	1939	1939	1939
Thu Nov 23 12:04:39 2023	1700737479	0	1939	1939	1939
Thu Nov 23 12:05:03 2023	1700737503	0	1940	1940	1940
Thu Nov 23 12:05:06 2023	1700737506	0	1940	1940	1940
Thu Nov 23 12:04:48 2023	1700737488	0	1940	1940	1940
Thu Nov 23 12:04:48 2023	1700737488	0	1941	1941	1940
Thu Nov 23 12:05:05 2023	1700737505	0	1941	1941	1940
Thu Nov 23 12:05:08 2023	1700737508	0	1941	1941	1940
Thu Nov 23 12:04:48 2023	1700737488	0	1941	1941	1941
Thu Nov 23 12:04:51 2023	1700737491	0	1941	1941	1941
Thu Nov 23 12:05:14 2023	1700737514	0	1941	1941	1941
Thu Nov 23 12:04:42 2023	1700737482	0	1941	1941	1941
Thu Nov 23 12:05:04 2023	1700737504	0	1941	1941	1941
Thu Nov 23 12:04:50 2023	1700737490	0	1941	1941	1941
Thu Nov 23 12:04:41 2023	1700737481	0	1942	1942	1941
Thu Nov 23 12:04:47 2023	1700737487	0	1942	1942	1941
Thu Nov 23 12:04:44 2023	1700737484	0	1942	1942	1942
Thu Nov 23 12:05:05 2023	1700737505	0	1942	1942	1942
Thu Nov 23 12:04:58 2023	1700737498	0	1942	1942	1942
Thu Nov 23 12:05:07 2023	1700737507	0	1942	1942	1942
Thu Nov 23 12:05:14 2023	1700737514	0	1942	1943	1942
Thu Nov 23 12:04:51 2023	1700737491	0	1943	1943	1943
Thu Nov 23 12:04:29 2023	1700737469	0	1943	1943	1943
Thu Nov 23 12:04:58 2023	1700737498	0	1943	1943	1943
Thu Nov 23 12:04:42 2023	1700737482	0	1943	1943	1943
Thu Nov 23 12:05:13 2023	1700737513	0	1944	1944	1944
Thu Nov 23 12:05:01 2023	1700737501	0	1944	1944	1944
Thu Nov 23 12:04:58 2023	1700737498	0	1944	1944	1944
Thu Nov 23 12:05:10 2023	1700737510	0	1944	1944	1944
Thu Nov 23 12:04:25 2023	1700737465	0	1944	1944	1944
Thu Nov 23 12:05:12 2023	1700737512	0	1944	1944	1944
Thu Nov 23 12:04:29 2023	1700737469	0	1944	1944	1944
Thu Nov 23 12:04:42 2023	1700737482	0	1944	1944	1944
Thu Nov 23 12:04:37 2023	1700737477	0	1944	1944	1944
Thu Nov 23 12:04:29 2023	1700737469	0	1944	1944	1944
Thu Nov 23 12:04:35 2023	1700737475	0	1945	1945	1944
Thu Nov 23 12:05:15 2023	1700737515	0	1946	1946	1946
Thu Nov 23 12:05:21 2023	1700737521	0	1946	1946	1946
Thu Nov 23 12:04:44 2023	1700737484	0	1946	1946	1946
Thu Nov 23 12:05:04 2023	1700737504	0	1946	1946	1946
Thu Nov 23 12:05:21 2023	1700737521	0	1947	1947	1947
Thu Nov 23 12:04:29 2023	1700737469	0	1947	1947	1947
Thu Nov 23 12:05:15 2023	1700737515	0	1947	1947	1947
Thu Nov 23 12:05:12 2023	1700737512	0	1947	1947	1947
Thu Nov 23 12:04:51 2023	1700737491	0	1948	1948	1948
Thu Nov 23 12:05:03 2023	1700737503	0	1948	1948	1948
Thu Nov 23 12:05:15 2023	1700737515	0	1948	1948	1948
Thu Nov 23 12:04:29 2023	1700737469	0	1948	1948	1948
Thu Nov 23 12:05:15 2023	1700737515	0	1948	1948	1948
Thu Nov 23 12:05:03 2023	1700737503	0	1948	1948	1948
Thu Nov 23 12:04:25 2023	1700737465	0	1949	1949	1949
Thu Nov 23 12:05:15 2023	1700737515	0	1949	1949	1949
Thu Nov 23 12:05:10 2023	1700737510	0	1949	1949	1949
Thu Nov 23 12:04:44 2023	1700737484	0	1949	1950	1949
Thu Nov 23 12:05:17 2023	1700737517	0	1950	1950	1950
Thu Nov 23 12:04:36 2023	1700737476	0	1950	1950	1950
Thu Nov 23 12:04:43 2023	1700737483	0	1951	1951	1951
Thu Nov 23 12:05:17 2023	1700737517	0	1952	1952	1951
Thu Nov 23 12:05:00 2023	1700737500	0	1952	1952	1952
Thu Nov 23 12:04:26 2023	1700737466	0	1953	1953	1952
Thu Nov 23 12:04:43 2023	1700737483	0	1953	1953	1953
Thu Nov 23 12:04:35 2023	1700737475	0	1953	1953	1953
Thu Nov 23 12:05:11 2023	1700737511	0	1953	1953	1953
Thu Nov 23 12:05:14 2023	1700737514	0	1953	1953	1953
Thu Nov 23 12:05:17 2023	1700737517	0	1953	1953	1953
Thu Nov 23 12:05:16 2023	1700737516	0	1954	1954	1954
Thu Nov 23 12:04:43 2023	1700737483	0	1954	1954	1954
Thu Nov 23 12:04:58 2023	1700737498	0	1955	1955	1955
Thu Nov 23 12:05:16 2023	1700737516	0	1955	1955	1955
Thu Nov 23 12:04:36 2023	1700737476	0	1956	1956	1956
Thu Nov 23 12:05:00 2023	1700737500	0	1956	1956	1956
Thu Nov 23 12:04:26 2023	1700737466	0	1957	1957	1957
Thu Nov 23 12:04:59 2023	1700737499	0	1957	1957	1957
Thu Nov 23 12:04:59 2023	1700737499	0	1958	1958	1958
Thu Nov 23 12:05:11 2023	1700737511	0	1959	1959	1958
Thu Nov 23 12:05:21 2023	1700737521	0	1959	1959	1959
Thu Nov 23 12:05:21 2023	1700737521	0	1959	1959	1959
Thu Nov 23 12:05:22 2023	1700737522	0	1960	1960	1960
Thu Nov 23 12:05:10 2023	1700737510	0	1960	1960	1960
Thu Nov 23 12:04:35 2023	1700737475	0	1960	1961	1960
Thu Nov 23 12:04:59 2023	1700737499	0	1963	1963	1963
Thu Nov 23 12:04:36 2023	1700737476	0	1963	1963	1963
Thu Nov 23 12:04:36 2023	1700737476	0	1963	1963	1963
Thu Nov 23 12:05:10 2023	1700737510	0	1964	1964	1964
Thu Nov 23 12:04:59 2023	1700737499	0	1965	1965	1965
Thu Nov 23 12:05:11 2023	1700737511	0	1967	1967	1967
Thu Nov 23 12:05:11 2023	1700737511	0	1967	1967	1967
Thu Nov 23 12:04:26 2023	1700737466	0	1968	1968	1967
Thu Nov 23 12:04:26 2023	1700737466	0	1972	1972	1972
Thu Nov 23 12:05:19 2023	1700737519	0	2150	2150	2150
Thu Nov 23 12:04:34 2023	1700737474	0	2152	2152	2152
Thu Nov 23 12:04:45 2023	1700737485	0	2160	2160	2160
Thu Nov 23 12:04:53 2023	1700737493	0	2162	2162	2162
Thu Nov 23 12:04:24 2023	1700737464	0	2165	2165	2165
Thu Nov 23 12:04:54 2023	1700737494	0	2168	2168	2168
Thu Nov 23 12:05:01 2023	1700737501	0	2168	2168	2168
Thu Nov 23 12:05:09 2023	1700737509	0	2172	2172	2172
Thu Nov 23 12:04:51 2023	1700737491	0	2179	2179	2179
Thu Nov 23 12:04:28 2023	1700737468	0	2183	2183	2183
Thu Nov 23 12:04:27 2023	1700737467	0	2184	2184	2184
Thu Nov 23 12:04:47 2023	1700737487	0	2185	2185	2185
Thu Nov 23 12:04:50 2023	1700737490	0	2185	2186	2185
Thu Nov 23 12:05:07 2023	1700737507	0	2187	2187	2186
Thu Nov 23 12:05:17 2023	1700737517	0	2189	2189	2188
Thu Nov 23 12:05:13 2023	1700737513	0	2191	2191	2190
Thu Nov 23 12:04:43 2023	1700737483	0	2196	2196	2196
Thu Nov 23 12:05:12 2023	1700737512	0	2198	2198	2198
Thu Nov 23 12:05:16 2023	1700737516	0	2198	2198	2198
Thu Nov 23 12:05:00 2023	1700737500	0	2199	2199	2199
Thu Nov 23 12:04:25 2023	1700737465	0	2207	2207	2207
